ClientID,ClientName,SalesforceID,Segment,MktSubSegment,Insurance,BU_Division,BusinessUnitHead,OracleID,Tier,IIS_Top_100,SSIA TOP TIER,DirectPublish,ClientStartDate,DateClientTerminated,Site_Lead,Team_Lead,Manager,Primary_Client_Contact,Analyst_1_(A&C),Analyst_2_(CSO),Analyst_3_(Coverage),SITE,BU_Relationship_Managers,BU_Client_Service,COMPLIANCE_CS,AuditLocation,AcctContact,PNASRVR,MCHREGION,DAILY,SECTOR_NAME,Oversight_Site,Oversight_Group,Operations_Email_Dist,JV_Email_Dist,Client_Specific_Email_Dist,Watchlist,CM_Requires_2nd_ Approver
PENAC,PHILIPS ELECTRONICS NORTH AMERICA,001G000001jmmcs,Corporate,RETIREMENT - DB,CPS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2013,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J",,"Samisheva, Yelena","Labaki, Anthony J",BOSTON,Sean Quigley,Jason Prescott,Charlene Barucha,JV Pune,NONE,04PAW3,CIA00,No,Asset Owners,Poland,CAPA4,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
PERD,PERDUE FARMS INC,001G000001jmrVVIAY,Corporate,VARIOUS - CORP,STS,IIS,SCHECHTER,1.00E+12,3,,,Yes,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Liang, ChiaYi",,"Liang, ChiaYi","Mejia, Carmen M",BOSTON,Jessica Baker,Joseph Doobie,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI900,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
PERM,Permanent Portfolio Fmly-Funds,001G000001jmrZC,Asset Manager,ASSET MANAGER,USIS,USIS,STOKES,1.00E+12,3,,,,2/1/2013,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J","Labaki, Anthony J","Sucharewicz, James M","Jia, Juan V",BOSTON,ALARIE SHAWN,ALARIE SHAWN,,JV Pune,NONE,,,No,Asset Managers,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,No Status ,No
PHGLAGSS,PH GLATFELTER,,Corporate,RETIREMENT - DB,STS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,3/31/2015,,Kristine Treacy,Scott Swanson,Joseph Devlin,Min Huang,Min Huang,Scott Swanson,BOSTON,Chiles Steve,Duanne Moppin,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
PHILA,CITY OF PHILADELPHIA MUNICIPAL PENSION,,,MUNICIPAL ENTITY,PF,,TERMINATED,1.00E+12,-99,,,,1/1/2009,5/31/2012,,,,NONE,,,KAMRAN MAKHDUMI,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
PHLIGHT,PHILIPS LIGHTING,,Corporate,RETIREMENT - DB,CPS,IIS,Kim Moyhinan,1.00E+13,3,,,,8/1/2016,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J",,"Samisheva, Yelena","Labaki, Anthony J",BOSTON,Sean Quigley,Jason Prescott,"Cugelman, Aaron",JV Pune,NONE,04PAW3,CIA00,No,Asset Owners,Poland,CAPA4,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,No Status,No
PINNA,PINNACOL ASSURANCE,001G000001jmmQo,Insurance,INSURANCE,USIS,Insurance,FORRESTER,1.00E+12,2,,,,6/1/2013,,"Pae, Lisa H","Hennessy, Carl J","O'Connell, Michael","Ghiurau, Florian A","Crimmins, Matthew",,,SACRAMENTO,DENNIS ENGEL,Darnell Smith,Charlene Barucha,Boston,NONE,,,Yes,Insurance,SACRAMENTO,N/A,Perf_West_Team1,,,Stable,No
PNGCADSS,P&G CANADA,,Corporate,RETIREMENT - CORP,CAD,IIS Canada,BAILLIE,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B",,"Cobb, Miles",,,,BOSTON,Steve Baker,Sorbara Mary,,JV Pune,RAGELL PETER,13PAW3,NULL,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Terminated,No
PNGSS ,P&G (Gillette),001G000001jmn42,Corporate,RETIREMENT - CORP,CPS,IIS,Young,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Cobb, Miles","O'connor, Brian P","Huang, Min",,BOSTON,Vokolek Chris,Jared Douglas,,JV Pune,,, , ,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
POSTADVSS,"Post Advisory Group, LLC",001G000001jmtBb,Asset Manager,ASSET MANAGER,USIS,USIS,LOWD,1.00E+12,1,,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Andrade, Kelvin",,"Zhang, Yu Kun","Sutton, Jared E",BOSTON,Julie Fisher,Abby Brown,,JV Pune,NONE,06PAW3,CIA00,Yes,Asset Managers,Poland,CAPA4,Perf_East_Team2,JV_QAT_US-PnA Daily Ops,SSIA Post Performance Team ,Monitor,No
PPHSS,Philadelphia Presbyterian Homes (PPH),,,RELIGIOUS,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,11/30/2010,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
PRINGSS,Principia Corporation,001G000001jmpq1IAA,Endowment/Foundation,EDUCATION,STS,IIS,KEDIA,1.00E+12,2,,,,1/1/2009,,"Swan, Matthew","Swan, Matthew","Swan, Matthew","Joshi, Urvashi","Adamson, Carlisle O","Adamson, Carlisle O",,TORONTO,Gordon Davies,MARK BROOKS,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,TORONTO,N/A,,JV_QAT_US-PnA Monthly Ops,,Stable,No
PROV,City of Providence Retirement System,001G000001jmk7wIAA,Public Funds,MUNICIPAL ENTITY,PF,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Luong, Jam","Jia, Juan V","Saar-Beckles, Merit","Samisheva, Yelena",BOSTON,MARK BROOKS,MARK BROOKS,,JV Pune,SWAMI SUNDER VELLA,02PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
PTRR,VIRADOURO FUND,,,ASSET MANAGER,AIS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,11/1/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
PUTNAIFS,PUTNAM INVESTMENTS,001G000001jmo7P,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata", ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
PUTNAM,PUTNAM ADVISORY COMPANY LLC - IFS (D),,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
PWC,Pinnacle West Capital Corporation,001G000001jmn3RIAQ,Corporate,RETIREMENT - CORP,CPS,IIS,LUCE,1.00E+12,2,,,,1/1/2010,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Smith, Evan",,,"Borowy, Anna",SACRAMENTO,SADLER CHRIS,Charles DeFrancesco,,JV-Mumbai,BENKART BRIAN,04PAW3,CIA00,No,,Poland,CAPA4,Perf_West_Team2,SSIA-US PnA Alameda,,Stable,No
QUANT,Quantitative Management Associates,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
QWESTGSS,QWEST COMMUNICATIONS,,,RETIREMENT DC,unknown,,TERMINATED,,-99,,,,1/1/2011,3/31/2012,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
QWESTSS,QWEST,,,RETIREMENT - CORP,DCS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,3/31/2012,,,,NONE,,,DAX JOHNSON,SACRAMENTO,,,,, , , , ,,SACRAMENTO,,,,,No Status,No
RATANIFS,RATAN CAPITAL,001G000001jmoAt,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata", ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
RBTERRY,Randall B.Terry Foundation,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,2/28/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
REEDY,REEDY CREEK IMPROVEMENT DISTRICT,,Corporate,RETIREMENT - CORP,CPS,IIS,SCHECHTER,1.00E+12,2,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu","Osman, Sarah","Yoon, Steve","Ali, Sana M",TORONTO,MACVARISH KATHY,,,JV-Mumbai,BENKART BRIAN (LS),06PAW3,CIA00,No,,,,,,,,
REGENTFL,Fiat Lux,,Public Funds,State Entity,,IIS,HEMANT,1.00E+13,,,,,2/1/2017,,"Swan, Matthew","Swan, Matthew","Mansiya, Azharuddin ",,"Huang, Min","Huang, Min","Mansiya, Azharuddin ",Sacramento,CALABIO TRAVIS,Dorrance William,,,"Austria, Celeste",13PAW3,CI500,No,,TORONTO,N/A,,SSIA-US PnA Alameda,,Stable,No
REGENTS,Regents University of California,001G000001jmtCn,Public Funds,STATE ENTITY,USIS-Young,IIS,YOUNG,1.00E+12,1,TOP IIS,TOP SSIA,,7/1/2002,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu","He, Justin",,"Ali, Sana M",Sacramento,CALABIO TRAVIS,Dorrance William,Nathan Ormerod,JV-Mumbai,Smith Kelly,13PAW3,CI500,Yes,Asset Owners,Sacramento,N/A,Perf_West_Team2,SSIA-US PnA Alameda,UCR Perf Team ,Monitor,No
RELIANCE,RELIANCE TRUST COMPANY,001G000001jmpA7,,ASSET MANAGER,Unknown,IIS,,1.00E+12,3,,,,9/1/2012,12/31/2015,,Kristine Treacy,Kristine Treacy,Kristine Treacy,Anthony Labaki,Anthony Labaki,Kristine Treacy,BOSTON,John Cronin,Sukam Quon,Samira Khakpoor,JV Pune,QUAN ANDY,,,No,,BOSTON,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
RHS ,RIVERSIDE HEALTH SYSTEM,,,EDUCATION,STS,,STOKES,1.00E+12,3,,,,1/1/2009,6/30/2014,,Kristine Treacy,,NONE,NULL,,Kristine Treacy,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
RI,STATE OF RHODE ISLAND,,Public Funds,STATE ENTITY,PF,,TERMINATED,1.00E+12,-99,,,,1/1/2009,10/31/2012,,G.R. Findlay,,KAMRAN MAKHDUMI,,,KAMRAN MAKHDUMI,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
RICARP,RHODE ISLAND CARPENTERS,,,RETIREMENT - TAFT,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2010,12/31/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
RICH,CITY OF RICHMOND,001G000001jmsxh,Public Funds,MUNICIPAL ENTITY,PF,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Michaud, Daniel",,"Jones, Crystal","Mcdevitt, Mike",BOSTON,KRIS AUER,KRIS AUER,Samira Khakpoor,JV Pune,BITTNER ERIC,04PAW3,CI500,No,,Poland,CAPA4,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
RILABOR,Rhode Island Dept-Labor and Trng,001G000001jms57IAA,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,3,,,,1/1/1900,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Sutton, Jared E","Burton, Eric C","Sutton, Jared E","Wall, Stephen M",BOSTON,Sonie Joseph,Sonie Joseph,,JV Pune,BITTNER ERIC,04PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
RIM,"RESEARCH IN MOTION, INC",,,CORPORATE CASH,USIS,,CONNOLLY,1.00E+12,-99,,,,9/1/2010,6/30/2013,,BENJAMIN BANYAI,,KARINA TANNY,,,MATTHEW SWAN,TORONTO,KELLY MARK,,,, , , , ,,TORONTO,,,,,No Status,No
RIOF,RIO TINTO FOUNDATION,,Endowment/Foundation,PHILANTHROPIC,CAD,IIS Canada,BAILLIE,1.00E+12,2,,,,1/1/2009,6/30/2017,,MATTHEW SWAN,DAVID DAI,ZICO GONSALVES,,TINA MILOSAVLJEVIC,Laura Wykret,TORONTO,Salerno Matilda,Salerno Matilda,Samira Khakpoor,JV Pune,MCELIGOTT MICHAEL,02PAW3,CI400,No,,Poland,CAPA4,,JV_QAT_US-PnA Monthly Ops,,No Status,No
RIOTA,RIO TINTO AMERICA,,Corporate,RETIREMENT - CORP,DCS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,4/1/2017,,Erik Cady,Scott Swanson,Jared Sutton,Natalia Postnova,Min Huang,Wayne Fairchild,BOSTON,Clement Tom,Clement Tom,Samira Khakpoor,JV Pune,RAGELL PETER,02PAW3,CI800,No,,BOSTON,CAPA2,,JV_QAT_US-PnA Monthly Ops,,Terminated,No
RIOTCAMT,RIO TINTO CANADIAN MT,,Corporate,RETIREMENT - CORP,CAD,IIS Canada,BAILLIE,1.00E+12,2,,,,1/1/2012,6/30/2017,,MATTHEW SWAN,DAVID DAI,"Gonsalves, Zico",,TINA MILOSAVLJEVIC,Laura Wykret,TORONTO,Vincent Cristofaro,Andrea Dutcher,Samira Khakpoor,JV Pune,RAGELL PETER,02PAW3,CI400,No,,Poland,CAPA4,,JV_QAT_US-PnA Monthly Ops,,No Status,No
RISKMGMT,CRICO,001G000001jmkL2,Endowment/Foundation,INSURANCE,USIS,Insurance,YOUNG,1.00E+12,2,,,,1/1/2009,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Gonsalves, Zico","Ng, Andrew","Ng, Andrew","Dai, David",TORONTO,CUMMINGS DAN,Joe Dobbie,,JV Pune,NONE,13PAW3,NULL,No,Insurance,TORONTO,N/A,,JV_QAT_US-PnA Monthly Ops,,Watch,Yes
RMCP,RED MOUNTAIN PARTNERS LLC,001G000001jmtMv,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,1.00E+13,2,,,,6/1/2015,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",TORONTO,ALEPH GRANADOS,William Stein,,JV Pune,William Stein,22PAW3,IGLS,YES,Alternatives,TORONTO,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
ROCHE,"Roche- (Parent company- GENENTECH, INC)",,Corporate,RETIREMENT DC,IIS,IIS,MacVarish,99999999999,3,,,,7/1/2015,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Negoshian, Jennifer","Arustamyan, Vadim R","Carmisciano, Lisa",,Boston,Kathy MacVarish,"Spada, Matthew",, JV Pune,,04PAW3,CIA00,No,,Boston,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,No Status,No
ROCJWOIFS,ROCWOOD CAPITAL MANAGEMENT,,,ASSET MANAGER,AIS,AIS,WILLIAMSON,,1, , ,,7/1/2014,9/1/2014,,TERMINATED,TERMINATED,MATTHEW SWAN,TERMINATED,TERMINATED,TERMINATED,Toronto,STERNER ERIC,, ,,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,,,,,No Status,No
ROCKCRK,Rock Creek Group LLC,001G000001jmrZj,Asset Manager,ASSET MANAGER,USIS,USIS,SPERIDAKOS,1.00E+12,2,,,,1/5/2014,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J",,"Jia, Juan V","Saar-Beckles, Merit",BOSTON,Michelle Ross,Meghan Palleria,,JV Pune, , , , ,,Poland,CAPA4,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
ROCKSS,ROCKEFELLER FOUNDATION,,,PHILANTHROPIC,SA,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
RREEF,RREEF,001G000001jmoKL,Asset Manager,ASSET MANAGER,USIS,USIS,Forrester,1.00E+12,3,,,,1/1/2013,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Negoshian, Jennifer","Arustamyan, Vadim R","Ramos, Levi",,BOSTON,Michelle Ross,Samuel Gardner,,JV Pune,NONE,13PAW3,,,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
RSA,RETIREMENT SYSTEMS OF ALABAMA,001G000001jmqik,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Davuluri, Lalitha","Postnova, Natalia","Coughlin, Cheryl A",,BOSTON,"LYONS, FRANCINE",Kate Gamache,Charlene Barucha,JV Pune,MCELIGOTT MICHAEL (MB),06PAW3,CI400,YES,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Daily Ops,,Stable,No
RSALL,ROYAL & SUN ALLIANCE,,Insurance,INSURANCE,STS,IIS,SCHECHTER,1.00E+12,3,,,Yes,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Phan-Truong, Maggie M","Harris, Eric S",,"Harris, Eric S","Tariq, Deeba",BOSTON,Chris Vokolek,Jared Douglas,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
RUSSELLSS,Russell Investments,001G000001jmlRz,Asset Manager,ASSET MANAGER,USIS,USIS,FRITCHMAN,1.00E+12,1,,TOP SSIA,,7/1/2008,,"Verrill, Scott M","Pratt, Robert H","Phan-Truong, Maggie M","Pratt, Robert H",,"Phan-Truong, Maggie M","Phan-Truong, Maggie M",BOSTON,Andrew Stewart,Andrew Stewart,,Poland,NONE,15PAW3,CI800,No,Asset Managers,BOSTON,N/A,Perf_East_Team 4,CAPA4,,Stable,No
RYLAND,RYLAND HOMES,,,CORPORATE CASH,CPS,IIS,SCHECHTER,1.00E+12,3,,,,9/1/2009,3/31/2015,,Joseph Devlin,Kristine Treacy,Joseph Devlin,Michael Sanderson,Michael Sanderson,Kristine Treacy,BOSTON,Lisa Duncan,Tom Clement,Samira Khakpoor,JV-Mumbai,FOGARTY BILL,06PAW3,CI500,Yes,,BOSTON,,,SSIA-US PnA Alameda,,No Status,No
SACSS,Sacramento County Employees Retirement System,001G000001jmoSZ,Public Funds,MUNICIPAL ENTITY,IIS,IIS,Pae,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Smith, Evan",,,"Borowy, Anna",SACRAMENTO,Tonya Cordray,Julianna Frank,Samira Khakpoor,JV-Mumbai,Young Rick,04PAW3,CI500,No,Asset Owners,Poland,CAPA4,Perf_West_Team2,SSIA-US PnA Alameda,,Stable,No
SAGEVIFS,SAGEVIEW CAPITAL,001G000001jmtCZ,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata", ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
SALLIESS,Sallie Mae,,,VARIOUS - CORP,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,2/29/2012,,Performance Operations,,NONE,,,PETER STORMENT,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
SAM,SUNAMERICA,001G000001jmp9w,Insurance,INSURANCE,USIS,USIS,ABRUZZI,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Sutton, Jared E",,"Burton, Eric C","Sutton, Jared E",BOSTON,Lou Abruzzi,Michael Salmon,,Boston,NONE,04PAW3,CI400,No,Asset Managers,Poland,CAPA4,Perf_East_Team2,,,Stable,No
SANB,ALLIANCE BERNSTEIN - SANFORD,,,ASSET MANAGER,CAD,,TERMINATED,1.00E+12,-99,,,,3/31/2012,1/9/2013,,Brian Song,,MATTHEW SWAN,,,MATTHEW SWAN,TORONTO,,,,, , , , ,,TORONTO,,,,,No Status,No
SANDIEGO,City of San Diego Employee Retirement System,001G000001jmk5nIAA,,MUNICIPAL ENTITY,PUB FUND,IIS,Pae,1.00E+12,3,,,,1/1/2010,12/31/2015,,Kristine Treacy,Kristine Treacy,Matt Landry,Jennifer Zukowski,Jennifer Zukowski,Kristine Treacy,BOSTON,"DAVIES, GORDON","Denk, Mason",,Boston,Young Rick,04PAW3,,No,,BOSTON,,,,,No Status,No
SBLI,"SBLI USA Mutual Life Insurance Co., Inc",,,CORPORATE CASH,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,2/28/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
SBR,State Boston Retirement System (SBRS),001G000001jmovEIAQ,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Phan-Truong, Maggie M","Phan-Truong, Maggie M","Boutahar, Mustapha","Osyf, Steven M","Cardarelli, Rachel",BOSTON,Patrick Donohoe,John Giusto,John Giusto,JV Pune,MCELIGOTT MICHAEL,02PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
SCANA,SCANA,,Corporate,RETIREMENT - DB,STS,,STOKES,1.00E+12,3,,,,1/1/2009,3/31/2014,,Young,Adamson,PETER STORMENT,,Irwin,PETER STORMENT,BOSTON,LICHTY STEVE,,,, , , , ,,BOSTON,,,,,No Status,No
SCCRF,Georgia Superior Court Clerks,001G000001jmihKIAQ,Public Funds,MUNICIPAL ENTITY,STS,IIS,SCHAFER,1.00E+12,3,,,Yes,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Law, Fennie S",,"Agganis, Dean P","Adamson, Carlisle O",BOSTON,Randy Oller,Randy Oller,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
SCSINV,SCS FINANCIAL,,,ASSET MANAGER,USIS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,8/31/2012,,Erik Cady,,NONE,,,JEFFREY MALMIN,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
SENREGSS,SENTINEL REAL ESTATE,,,CORPORATE CASH,SA,,CONNOLLY,1.00E+12,3,,,,1/1/2009,6/30/2014,,Kristine Treacy,,NONE,NULL,,Kristine Treacy,Boston,FISHER JULIE,,,Terminated, , , , ,,Boston,,,,,No Status,No
SERA,San Bernardino County Employee Retirement Assn,001G000001jmoNGIAY,Public Funds,MUNICIPAL ENTITY,USIS-Young,IIS,Pae,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Pae, Lisa H","Hennessy, Carl J","Leung, Mable","Medvecki, Steven","Kang, Min Jeong","Kang, Min Jeong","Leung, Mable",SACRAMENTO,Dennis Frasu,Paul Bonner,Samira Khakpoor,JV-Mumbai,Young Rick,02PAW3,CI500,No,,SACRAMENTO,N/A,Perf_West_Team1,SSIA-US PnA Alameda,,Stable,No
SETNHLTH,Seton Health Plan,001G000001jmsoy,Endowment/Foundation,HEALTHCARE,IIS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2014,,"Verrill, Scott M","Swanson, Scott M","Swanson, Scott M","Jones, Crystal","Mejia, Carmen M","Coughlin, Cheryl A",,BOSTON,SADLER CHRIS,Winston Daley,,JV Pune,NONE,04PAW3,,NO,Asset Owners,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
SFVV,SANOFI-AVENTIS US,001G000001jmpH3,Corporate,RETIREMENT - DB,CPS,IIS,Schafer,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Cobb, Miles","Crimmins, Matthew","Arustamyan, Vadim R","O'Connell, Michael",BOSTON,"Landry, Jason","Denaro, Victoria",,JV Pune,BENKART BRIAN,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
SHANNONR,Shannon River Capital Mgmt,001G000001jmoZb,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,1.00E+13,2,,,,6/1/2015,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",TORONTO,JOSEPH CHUNG,Lawson Williams,,JV Pune,Lawson Williams,22PAW3,IGLS,YES,Asset Managers,TORONTO,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
SIMC,Sionna Investment Managers Inc.,001G000001jmt2p,Asset Manager,ASSET MANAGER,CAD,IIS Canada,BAILLIE,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J","Labaki, Anthony J","Saar-Beckles, Merit","Jia, Juan V",BOSTON,Steve Baker,Sorbara Mary,,JV Pune,RAGELL PETER,02PAW3,CI800,No,Asset Managers,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
SJRP,City of San Jose Employee Retirement System,001G000001jmtDI,Public Funds,MUNICIPAL ENTITY,PF,IIS,TONYA CORDRAY,1.00E+13,2,,,,8/1/2015,,"Pae, Lisa H","Hennessy, Carl J","Fang, Zhiwen","Madison, Maverick",,"Samisheva, Yelena",,SACRAMENTO,Tonya Cordray,Donli Overfelt,,JV Pune,"PANDEY, ABHISHEK",08PAW3,CI500,No,Asset Owners,Poland,CAPA4,Perf_West_Team1,JV_QAT_US-PnA Monthly Ops,,Monitor,No
SKIDMORE,Skidmore College,,,EDUCATION,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/31/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
SLFORCE,SALESFORCE,,,RETIREMENT DC,IIS,,TERMINATED,1.00E+12,-99,,,,1/1/2010,2/29/2012,,,,NONE,,,DAX JOHNSON,SACRAMENTO,,,,, , , , ,,SACRAMENTO,,,,,No Status,No
SMC,SAN MATEO COUNTY,,,MUNICIPAL ENTITY,PUB FUND,IIS,YOUNG,1.00E+12,2,,,,1/1/2009,9/30/2014,,Justin Rozek,,Timothy Tan,Lyanne On,,Kevin Senaha,SACRAMENTO,CALABIO TRAVIS,,,JV-Mumbai, , , , ,,SACRAMENTO,,,SSIA-US PnA Alameda,,No Status,No
